stroke_id,stroke_type,start_frame,contact_frame,end_frame,camera_angle,player_handedness
51,forehand_smash,1465,1477,1485,side,right
52,forehand_smash,1494,1506,1514,side,right
53,forehand_smash,1523,1533,1541,side,right
54,forehand_smash,1551,1562,1570,side,right
55,forehand_smash,1579,1590,1598,side,right
56,forehand_smash,1607,1619,1626,side,right
57,forehand_smash,1635,1646,1655,side,right
58,forehand_smash,1663,1674,1682,side,right
59,forehand_smash,1693,1702,1712,side,right
60,forehand_smash,1719,1731,1735,side,right
61,forehand_smash,1747,1759,1767,side,right
62,forehand_smash,1775,1786,1795,side,right
63,forehand_smash,1808,1819,1828,side,right
64,forehand_smash,1835,1847,1856,side,right
65,forehand_smash,1863,1875,1881,side,right
66,forehand_smash,1890,1902,1911,side,right
67,forehand_smash,1918,1929,1939,side,right
68,forehand_smash,1947,1957,1967,side,right
69,forehand_smash,1976,1985,1993,side,right
70,forehand_smash,2001,2013,2022,side,right
71,forehand_smash,2031,2042,2053,side,right
72,forehand_smash,2061,2071,2080,side,right
73,forehand_smash,2087,2099,2108,side,right
74,forehand_smash,2117,2127,2136,side,right
75,forehand_smash,2144,2155,2163,side,right
76,forehand_smash,2172,2183,2191,side,right
77,forehand_smash,2199,2211,2218,side,right
78,forehand_smash,2228,2239,2247,side,right
79,forehand_smash,2255,2268,2277,side,right
80,forehand_smash,2285,2296,2304,side,right
81,forehand_smash,2314,2323,2331,side,right
82,forehand_smash,2339,2351,2363,side,right
83,forehand_smash,2368,2379,2390,side,right
84,forehand_smash,2395,2407,2416,side,right
85,forehand_smash,2422,2435,2443,side,right
86,forehand_smash,2451,2463,2472,side,right
87,forehand_smash,2478,2491,2499,side,right
88,forehand_smash,2508,2519,2529,side,right
89,forehand_smash,2536,2548,2556,side,right
90,forehand_smash,2564,2576,2586,side,right
91,forehand_smash,2591,2604,2612,side,right
92,forehand_smash,2620,2632,2642,side,right
93,forehand_smash,2649,2660,2669,side,right
94,forehand_smash,2675,2688,2699,side,right
95,forehand_smash,2704,2716,2725,side,right
96,forehand_smash,2731,2744,2754,side,right
97,forehand_chop,2761,2772,2781,side,right
98,forehand_smash,2789,2800,2811,side,right
99,forehand_smash,2817,2828,2837,side,right
100,forehand_smash,2844,2857,2867,side,right
101,forehand_smash,2874,2885,2896,side,right
102,forehand_smash,2903,2913,2924,side,right
103,forehand_smash,2929,2940,2949,side,right
104,forehand_smash,2959,2968,2979,side,right
105,forehand_smash,2985,2996,3005,side,right
106,forehand_chop,3014,3024,3034,side,right
107,forehand_smash,3040,3052,3061,side,right
108,forehand_smash,3068,3079,3088,side,right
109,forehand_chop,3095,3107,3117,side,right
110,forehand_smash,3122,3134,3143,side,right
111,forehand_smash,3150,3162,3172,side,right
112,forehand_smash,3177,3191,3202,side,right
113,forehand_smash,3207,3219,3230,side,right
114,forehand_chop,3235,3248,3258,side,right
115,forehand_smash,3264,3276,3286,side,right
116,forehand_smash,3293,3304,3314,side,right
117,forehand_smash,3322,3332,3341,side,right
118,forehand_smash,3348,3360,3370,side,right
119,forehand_smash,3377,3389,3398,side,right
120,forehand_smash,3404,3417,3429,side,right
121,forehand_smash,3434,3445,3455,side,right
122,forehand_smash,3460,3473,3483,side,right
123,forehand_smash,3490,3500,3510,side,right
124,forehand_smash,3516,3528,3537,side,right
125,forehand_smash,3544,3556,3564,side,right
126,forehand_smash,3572,3584,3592,side,right
127,forehand_smash,3621,3633,3642,side,right
128,forehand_smash,3648,3660,3669,side,right
129,forehand_smash,3675,3686,3695,side,right
130,forehand_smash,3700,3714,3722,side,right
131,forehand_smash,3728,3741,3749,side,right
132,forehand_smash,3754,3768,3776,side,right
133,forehand_smash,3781,3795,3803,side,right
134,forehand_smash,3812,3823,3831,side,right
135,forehand_smash,3838,3850,3859,side,right
136,forehand_smash,3865,3878,3885,side,right
137,forehand_smash,3892,3905,3912,side,right
138,forehand_smash,3917,3932,3940,side,right
139,forehand_smash,3948,3960,3968,side,right
140,forehand_smash,3974,3988,3996,side,right
141,forehand_smash,4002,4015,4025,side,right
142,forehand_smash,4030,4042,4050,side,right
143,forehand_smash,4056,4070,4080,side,right
144,forehand_smash,4111,4120,4131,side,right
145,forehand_smash,4136,4148,4159,side,right
146,forehand_smash,4164,4175,4182,side,right
147,forehand_smash,4189,4202,4211,side,right
148,forehand_chop,4215,4229,4238,side,right
149,forehand_smash,4243,4257,4264,side,right
150,forehand_smash,4270,4284,4293,side,right
151,forehand_smash,4298,4311,4320,side,right
152,forehand_smash,4325,4339,4347,side,right
153,forehand_smash,4352,4366,4375,side,right
154,forehand_smash,4380,4394,4402,side,right
155,forehand_smash,4407,4421,4429,side,right
156,forehand_smash,4435,4449,4456,side,right
157,forehand_smash,4461,4476,4486,side,right
158,forehand_smash,4490,4504,4512,side,right
159,forehand_smash,4518,4532,4540,side,right
160,forehand_smash,4575,4588,4594,side,right
161,forehand_smash,4601,4615,4625,side,right
162,forehand_smash,4629,4643,4651,side,right
163,forehand_smash,4656,4671,4679,side,right
164,forehand_smash,4684,4698,4707,side,right
165,forehand_smash,4712,4726,4736,side,right
166,forehand_smash,4739,4754,4762,side,right
167,forehand_smash,4767,4782,4790,side,right
168,forehand_smash,4799,4810,4819,side,right
169,forehand_smash,4828,4837,4844,side,right
170,forehand_smash,4851,4865,4875,side,right
171,forehand_smash,4879,4893,4901,side,right
172,forehand_smash,4907,4921,4929,side,right
173,forehand_smash,4934,4948,4958,side,right
174,forehand_smash,4963,4976,4984,side,right
175,forehand_smash,4990,5004,5013,side,right
176,forehand_smash,5017,5032,5040,side,right
177,forehand_smash,5046,5059,5068,side,right
178,forehand_smash,5073,5087,5096,side,right
179,forehand_smash,5101,5115,5122,side,right
180,forehand_smash,5128,5142,5150,side,right
181,forehand_smash,5156,5170,5178,side,right
