stroke_id,stroke_type,start_frame,contact_frame,end_frame,camera_angle,player_handedness
94,forehand_smash,6939,6949,6961,side,right
95,forehand_smash,6989,6997,7005,side,right
96,forehand_smash,7041,7050,7061,side,right
97,forehand_chop,7157,7162,7176,side,right
98,serev,7237,7250,7258,side,right
99,backhand_smash,7283,7291,7308,side,right
100,backhand_smash,7325,7336,7352,side,right
101,forehand_smash,7366,7378,7391,side,right
102,forehand_chop,7446,7456,7468,side,right
103,backhand_chop,7484,7498,7509,side,right
104,serev,7560,7602,7610,side,right
105,forehand_chop,7628,7645,7660,side,right
106,backhand_chop,7673,7688,7697,side,right
107,forehand_chop,7723,7734,7752,side,right
108,backhand_smash,7767,7779,7794,side,right
109,backhand_chop,7809,7819,7838,side,right
110,forehand_chop,7853,7865,7880,side,right
111,forehand_smash,7899,7909,7923,side,right
112,forehand_chop,7972,7986,8001,side,right
113,serev,8069,8078,8086,side,right
114,forehand_smash,8106,8117,8130,side,right
115,serev,8297,8309,8326,side,right
116,backhand_smash,8340,8350,8363,side,right
117,forehand_smash,8378,8388,8399,side,right
118,forehand_smash,8523,8532,8546,side,right
119,serev,8623,8635,8645,side,right
120,forehand_smash,8659,8674,8686,side,right
121,serev,8743,8786,8796,side,right
122,backhand_smash,8810,8824,8839,side,right
123,forehand_chop,8897,8910,8923,side,right
124,backhand_chop,8941,8957,8974,side,right
125,forehand_chop,8990,8999,9014,side,right
126,backhand_smash,9058,9072,9090,side,right
127,forehand_smash,9104,9117,9129,side,right
128,backhand_smash,9212,9225,9241,side,right
129,backhand_smash,9300,9313,9327,side,right
130,serev,9373,9402,9413,side,right
131,backhand_smash,9435,9444,9459,side,right
132,backhand_smash,9473,9487,9504,side,right
133,backhand_smash,9514,9525,9540,side,right
134,backhand_smash,9549,9561,9584,side,right
135,backhand_smash,9587,9597,9612,side,right
136,serev,9683,9697,9706,side,right
137,serev,9888,9928,9935,side,right
138,serev,10014,10060,10065,side,right
139,forehand_smash,10084,10100,10108,side,right
140,serev,10206,10219,10235,side,right
141,backhand_smash,10307,10319,10331,side,right
142,forehand_smash,10347,10359,10373,side,right
143,serev,10413,10435,10450,side,right
144,forehand_smash,10473,10484,10493,side,right
145,serev,10536,10547,10559,side,right
146,backhand_smash,10579,20000,10601,side,right
147,backhand_smash,10618,10632,10646,side,right
148,serev,10743,10755,10765,side,right
149,backhand_smash,10817,10832,10847,side,right
150,forehand_smash,10863,10877,10889,side,right
151,forehand_smash,10908,10923,10930,side,right
152,backhand_smash,10960,10970,10987,side,right
153,backhand_smash,11170,11179,11193,side,right
154,forehand_smash,11210,11222,11231,side,right
155,backhand_smash,11260,11269,11279,side,right
156,backhand_smash,11300,11310,11325,side,right
157,forehand_smash,11343,11361,11369,side,right
158,forehand_smash,11398,11411,11421,side,right
159,serev,11478,11487,11500,side,right
160,backhand_smash,11618,11628,11638,side,right
161,forehand_smash,11745,11759,11771,side,right
162,backhand_smash,11857,11868,11880,side,right
163,backhand_smash,11903,11911,11923,side,right
164,forehand_smash,11949,11964,11973,side,right
165,backhand_smash,11996,12008,12020,side,right
166,backhand_smash,12050,12059,12071,side,right
167,backhand_smash,12088,12099,12110,side,right
168,forehand_smash,12185,12199,12207,side,right
169,serev,12242,12262,12283,side,right
170,forehand_smash,12291,12310,12322,side,right
171,backhand_smash,12344,12352,12364,side,right
172,backhand_smash,12480,12492,12501,side,right
173,forehand_smash,12528,12543,12556,side,right
174,forehand_smash,12577,12591,12602,side,right
175,forehand_smash,12714,12719,12729,side,right
176,serev,12796,12819,12832,side,right
177,backhand_smash,12852,12861,12877,side,right
178,serev,13014,13042,13053,side,right
179,backhand_smash,13076,13085,13099,side,right
180,forehand_smash,13117,13129,13143,side,right
181,backhand_smash,13170,13182,13193,side,right
182,backhand_smash,13319,13326,13338,side,right
183,forehand_smash,13356,13368,13382,side,right
184,forehand_smash,13483,13501,13513,side,right
185,serev,13544,13568,13585,side,right
186,forehand_smash,13599,13614,13629,side,right
187,backhand_smash,13653,13662,13678,side,right
188,backhand_smash,13691,13705,13716,side,right
189,backhand_smash,13742,13755,13769,side,right
190,backhand_smash,13788,13799,13814,side,right
191,forehand_smash,13875,13891,13902,side,right
192,backhand_smash,13928,13939,13953,side,right
193,serev,14075,14123,14136,side,right
194,backhand_smash,14206,14215,14226,side,right
195,backhand_smash,14247,14257,14271,side,right
